"Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","Segment","City","State","Country","Market","Region","Product ID","Category","Sub-Category","Product Name","Sales","Quantity","Discount","Profit","Shipping Cost","Order Priority","","","","",""
"IT-2013-3085011","3/8/2013","3/8/2013","Same Day","EB-13840","Ellis Ballard","Corporate","Montreuil","Ile-de-France","France","EU","Central","FUR-CH-10003365","Furniture","Chairs","Office Star Executive Leather Armchair, Adjustable","2092.5","5","0.1","720.75","652.98","Critical","","","","",""
"PL-2012-7820","8/8/2012","8/10/2012","First Class","AB-600","Ann Blume","Corporate","Bytom","Silesia","Poland","EMEA","EMEA","FUR-HON-10000224","Furniture","Tables","Hon Computer Table, with Bottom Storage","1977.72","4","0","276.84","759.47","Critical","","","","",""
"IN-2011-44803","5/2/2011","5/3/2011","First Class","JK-15325","Jason Klamczynski","Corporate","Suzhou","Anhui","China","APAC","North Asia","FUR-CH-10000027","Furniture","Chairs","SAFCO Executive Leather Armchair, Black","2754","6","0","358.02","752.47","Critical","","","","",""
"IT-2011-3183678","9/23/2011","9/25/2011","First Class","ZC-21910","Zuschuss Carroll","Consumer","Berlin","Berlin","Germany","EU","Central","OFF-AP-10000486","Office Supplies","Appliances","Cuisinart Stove, Silver","3018.62","7","0.2","377.24","655.91","Critical","","","","",""
"IN-2014-86684","1/28/2014","1/30/2014","Second Class","CG-12040","Catherine Glotzbach","Home Office","Wellington","Wellington","New Zealand","APAC","Oceania","FUR-BO-10000892","Furniture","Bookcases","Bush Corner Shelving, Mobile","759.06","6","0","15.12","206.28","Critical","","","","",""
"ID-2013-25868","5/22/2013","5/24/2013","First Class","BG-11035","Barry Gonzalez","Consumer","Anqing","Anhui","China","APAC","North Asia","OFF-AP-10001190","Office Supplies","Appliances","Hoover Refrigerator, Silver","1581.03","3","0","790.47","206.05","Critical","","","","",""
"TZ-2011-4790","5/3/2011","5/5/2011","First Class","TR-11325","Toby Ritter","Consumer","Dar es Salaam","Dar Es Salaam","Tanzania","Africa","Africa","TEC-HEW-10001074","Technology","Copiers","Hewlett Fax Machine, Color","642.72","2","0","224.94","205.74","Critical","","","","",""
"CD-2013-4900","2/14/2013","2/16/2013","Second Class","SM-10320","Sean Miller","Home Office","Koumra","Mandoul","Chad","Africa","Africa","OFF-SME-10000538","Office Supplies","Storage","Smead File Cart, Single Width","1288.8","10","0","90","296.08","Critical","","","","",""
"IN-2012-63787","5/23/2012","5/23/2012","Same Day","PM-19135","Peter McVee","Home Office","Ballarat","Victoria","Australia","APAC","Oceania","FUR-BO-10002736","Furniture","Bookcases","Sauder Stackable Bookrack, Mobile","660.69","5","0.1","44.04","296.01","Critical","","","","",""
"CA-2013-153682","5/31/2013","6/2/2013","First Class","BG-11695","Brooke Gillingham","Corporate","Cincinnati","Ohio","United States","US","East","TEC-CO-10001046","Technology","Copiers","Canon Imageclass D680 Copier / Fax","839.99","2","0.4","70","205.23","Critical","","","","",""
"ES-2014-1015287","4/16/2014","4/16/2014","Same Day","BN-11470","Brad Norvell","Corporate","Dudley","England","United Kingdom","EU","North","TEC-CO-10003471","Technology","Copiers","Hewlett Fax and Copier, Color","777.24","4","0","170.88","205.01","Critical","","","","",""
"IN-2011-28087","11/3/2011","11/5/2011","Second Class","DP-13105","Dave Poirier","Corporate","Gold Coast","Queensland","Australia","APAC","Oceania","OFF-AP-10004246","Office Supplies","Appliances","Breville Stove, Red","2526.93","5","0.1","561.48","689.8","Critical","","","","",""
"ES-2012-5870268","7/17/2012","7/19/2012","First Class","BS-11365","Bill Shonely","Corporate","Saint-Brieuc","Brittany","France","EU","Central","TEC-MA-10000161","Technology","Machines","Okidata Inkjet, Wireless","2402.87","9","0.15","763.16","699.55","Critical","","","","",""
"US-2011-128776","12/28/2011","12/30/2011","Second Class","RR-19525","Rick Reed","Corporate","Santo Domingo","Santo Domingo","Dominican Republic","LATAM","Caribbean","TEC-PH-10002815","Technology","Phones","Samsung Smart Phone, VoIP","1696.64","5","0.2","-148.46","704.06","Critical","","","","",""
"IN-2012-44810","2/25/2012","2/25/2012","Same Day","BP-11230","Benjamin Patterson","Consumer","Surat","Gujarat","India","APAC","Central Asia","FUR-CH-10001415","Furniture","Chairs","Office Star Executive Leather Armchair, Red","1878.72","4","0","582.36","704.08","Critical","","","","",""
"ES-2011-4699764","3/14/2011","3/17/2011","Second Class","EB-14110","Eugene Barchas","Consumer","Leipzig","Saxony","Germany","EU","Central","OFF-AP-10004512","Office Supplies","Appliances","Hoover Stove, Red","3069.74","6","0.1","1364.24","725.34","Critical","","","","",""
"IN-2011-10286","12/17/2011","12/20/2011","First Class","PB-19210","Phillip Breyer","Corporate","Taipei","Taipei City","Taiwan","APAC","North Asia","FUR-TA-10004744","Furniture","Tables","Lesro Conference Table, with Bottom Storage","1715.16","2","0","720.36","725.57","Critical","","","","",""
"MX-2014-165309","9/5/2014","9/8/2014","First Class","VD-21670","Valerie Dominguez","Consumer","Soyapango","San Salvador","El Salvador","LATAM","Central","FUR-TA-10002827","Furniture","Tables","Hon Computer Table, Fully Assembled","2106.5","8","0.2","526.5","728.39","Critical","","","","",""
"US-2014-133193","7/31/2014","8/1/2014","First Class","NP-18325","Naresj Patel","Consumer","Juárez","Chihuahua","Mexico","LATAM","North","TEC-PH-10004182","Technology","Phones","Motorola Smart Phone, Full Size","1713.84","4","0","445.52","728.97","Critical","","","","",""
"MX-2014-127005","11/11/2014","11/14/2014","First Class","LS-17245","Lynn Smith","Consumer","Zapopan","Jalisco","Mexico","LATAM","North","TEC-PH-10000018","Technology","Phones","Nokia Smart Phone, Full Size","849.8","2","0","195.44","294.57","Critical","","","","",""
"ES-2013-3467296","12/2/2013","12/2/2013","Same Day","NZ-18565","Nick Zandusky","Home Office","Paris","Ile-de-France","France","EU","Central","OFF-AP-10002552","Office Supplies","Appliances","Hamilton Beach Stove, White","2432.16","5","0.1","513.36","546.9","Critical","","","","",""
"MO-2013-60","2/8/2013","2/9/2013","First Class","GP-4740","Guy Phonely","Corporate","Casablanca","Grand Casablanca","Morocco","Africa","Africa","OFF-HOO-10001783","Office Supplies","Appliances","Hoover Microwave, Red","1234.56","4","0","246.84","284.7","Critical","","","","",""
"ID-2013-60896","8/5/2013","8/7/2013","First Class","JE-16165","Justin Ellison","Corporate","Jakarta","Jakarta","Indonesia","APAC","Southeast Asia","FUR-BO-10000980","Furniture","Bookcases","Bush Library with Doors, Traditional","677.64","2","0.07","211.26","307.25","Critical","","","","",""
"IN-2013-15368","4/18/2013","4/19/2013","First Class","LC-16885","Lena Creighton","Consumer","Sydney","New South Wales","Australia","APAC","Oceania","TEC-CO-10001775","Technology","Copiers","Sharp Wireless Fax, Laser","1601.64","5","0.1","587.19","511.47","Critical","","","","",""
"CA-2012-114069","7/13/2012","7/15/2012","Second Class","ND-18370","Natalie DeCherney","Consumer","New York City","New York","United States","US","East","FUR-CH-10000595","Furniture","Chairs","Safco Contoured Stacking Chairs","1931.04","9","0.1","321.84","477.15","Critical","","","","",""
"CA-2013-128594","8/27/2013","8/30/2013","First Class","DJ-13510","Don Jones","Corporate","San Diego","California","United States","US","West","FUR-CH-10001215","Furniture","Chairs","Global Troy Executive Leather Low-Back Tilter","1603.14","4","0.2","100.2","489.6","Critical","","","","",""
"ES-2013-1525878","11/4/2013","11/6/2013","Second Class","LT-16765","Larry Tron","Consumer","Rome","Lazio","Italy","EU","South","OFF-AP-10002321","Office Supplies","Appliances","Hoover Microwave, Silver","1856.34","6","0","909.54","305.25","Critical","","","","",""
"CA-2011-166891","10/4/2011","10/6/2011","First Class","CC-12220","Chris Cortes","Consumer","New York City","New York","United States","US","East","FUR-CH-10003298","Furniture","Chairs","Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal","589.41","5","0.1","-6.55","214.81","Critical","","","","",""
"IN-2012-46889","10/25/2012","10/28/2012","First Class","LH-17020","Lisa Hazard","Consumer","Anshan","Liaoning","China","APAC","North Asia","TEC-CO-10000865","Technology","Copiers","Brother Fax Machine, High-Speed","1583.7","5","0","174.15","479.67","Critical","","","","",""
"ES-2011-1664904","6/26/2011","6/28/2011","First Class","BW-11200","Ben Wallace","Consumer","Dieppe","Upper Normandy","France","EU","Central","FUR-BO-10000160","Furniture","Bookcases","Safco Library with Doors, Pine","704.05","2","0.1","312.91","218.81","Critical","","","","",""
"CA-2011-106726","12/6/2011","12/8/2011","First Class","RS-19765","Roland Schwarz","Corporate","Los Angeles","California","United States","US","West","OFF-ST-10001496","Office Supplies","Storage","Standard Rollaway File with Lock","1261.33","7","0","327.95","506.49","Critical","","","","",""
"CA-2014-149559","9/12/2014","9/13/2014","Same Day","KF-16285","Karen Ferguson","Home Office","Long Beach","California","United States","US","West","FUR-CH-10002320","Furniture","Chairs","Hon Pagoda Stacking Chairs","2054.27","8","0.2","256.78","480.56","Critical","","","","",""
"IN-2013-63773","5/31/2013","6/2/2013","First Class","VS-21820","Vivek Sundaresam","Consumer","Zigong","Sichuan","China","APAC","North Asia","FUR-BO-10001934","Furniture","Bookcases","Bush Library with Doors, Metal","1455.12","4","0","116.4","504.56","Critical","","","","",""
"CA-2011-108609","10/31/2011","11/2/2011","Second Class","AJ-10780","Anthony Jacobs","Corporate","Lorain","Ohio","United States","US","East","FUR-TA-10003954","Furniture","Tables","Hon 94000 Series Round Tables","1421.66","8","0.4","-734.53","277.66","Critical","","","","",""
"US-2014-122420","12/4/2014","12/7/2014","Second Class","SC-20575","Sonia Cooley","Consumer","Torreón","Coahuila","Mexico","LATAM","North","FUR-TA-10001572","Furniture","Tables","Hon Wood Table, Rectangular","1410.4","5","0.2","-88.2","215.13","Critical","","","","",""
"IR-2014-890","4/15/2014","4/18/2014","First Class","MG-7680","Maureen Gastineau","Home Office","Mashhad","Razavi Khorasan","Iran","EMEA","EMEA","FUR-BUS-10004644","Furniture","Bookcases","Bush Library with Doors, Pine","731.34","2","0","80.4","305.98","Critical","","","","",""
"ID-2013-79432","12/11/2013","12/14/2013","Second Class","JK-15325","Jason Klamczynski","Corporate","Adelaide","South Australia","Australia","APAC","Oceania","TEC-CO-10002035","Technology","Copiers","Canon Wireless Fax, High-Speed","1695.87","5","0.1","-37.83","498.62","Critical","","","","",""
"IT-2014-4499061","3/18/2014","3/21/2014","Second Class","RP-19270","Rachel Payne","Corporate","Chelles","Ile-de-France","France","EU","Central","TEC-CO-10004099","Technology","Copiers","Sharp Fax Machine, Digital","1505.98","6","0.15","-265.76","498.52","Critical","","","","",""
"IN-2014-34226","12/19/2014","12/20/2014","First Class","DW-13540","Don Weiss","Consumer","Kuantan","Pahang","Malaysia","APAC","Southeast Asia","TEC-PH-10003002","Technology","Phones","Cisco Smart Phone, Full Size","1954.17","3","0","312.66","498.38","Critical","","","","",""
"CA-2012-154746","11/14/2012","11/17/2012","First Class","PJ-18835","Patrick Jones","Corporate","Springfield","Virginia","United States","US","South","OFF-AP-10003057","Office Supplies","Appliances","Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room","826.11","3","0","322.18","215.64","Critical","","","","",""
"CA-2011-111871","3/18/2011","3/21/2011","Second Class","EK-13795","Eileen Kiefer","Home Office","San Francisco","California","United States","US","West","FUR-BO-10004218","Furniture","Bookcases","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","1198.33","10","0.15","70.49","218.62","Critical","","","","",""
"CA-2011-151330","10/14/2011","10/17/2011","First Class","TC-21295","Toby Carlisle","Consumer","Everett","Massachusetts","United States","US","East","FUR-CH-10000749","Furniture","Chairs","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms","1628.82","9","0","260.61","496.46","Critical","","","","",""
"CA-2012-164882","10/31/2012","10/31/2012","Same Day","SG-20080","Sandra Glassco","Consumer","Redlands","California","United States","US","West","TEC-PH-10001578","Technology","Phones","Polycom SoundStation2 EX Conference phone","1295.84","4","0.2","145.78","218.4","Critical","","","","",""
"MX-2014-158386","9/18/2014","9/18/2014","Same Day","GM-14440","Gary McGarr","Consumer","Quito","Pichincha","Ecuador","LATAM","South","TEC-CO-10004398","Technology","Copiers","Brother Copy Machine, Color","1213.19","7","0","508.01","493.41","Critical","","","","",""
"CT-2012-4590","1/28/2012","1/30/2012","Second Class","SC-10725","Steven Cartwright","Consumer","Bangui","Bangui","Central African Republic","Africa","Africa","TEC-MEM-10002005","Technology","Accessories","Memorex Router, Erganomic","976.08","4","0","292.8","217.62","Critical","","","","",""
"IN-2013-30663","11/25/2013","11/27/2013","First Class","SV-20815","Stuart Van","Corporate","Vadodara","Gujarat","India","APAC","Central Asia","TEC-CO-10004535","Technology","Copiers","Hewlett Fax Machine, High-Speed","1590.6","5","0","572.55","493.2","Critical","","","","",""
"IN-2013-77444","11/7/2013","11/10/2013","First Class","MM-17920","Michael Moore","Consumer","Sanya","Hainan","China","APAC","North Asia","TEC-AC-10000420","Technology","Accessories","Belkin Router, USB","2330.64","9","0","1025.46","492.79","Critical","","","","",""
"IN-2012-80069","12/19/2012","12/22/2012","Second Class","CA-12265","Christina Anderson","Consumer","Hastings","Hawke's Bay","New Zealand","APAC","Oceania","TEC-PH-10001187","Technology","Phones","Cisco Signal Booster, with Caller ID","607.32","4","0","115.32","217.39","Critical","","","","",""
"ID-2012-66111","6/14/2012","6/17/2012","First Class","AB-10015","Aaron Bergman","Consumer","Wuhan","Hubei","China","APAC","North Asia","TEC-MA-10003704","Technology","Machines","StarTech Printer, Wireless","1024.68","8","0.5","-286.92","487.32","Critical","","","","",""
"ES-2013-1752483","10/18/2013","10/20/2013","Second Class","AB-10015","Aaron Bergman","Consumer","Marseille","Provence-Alpes-Côte d'Azur","France","EU","Central","TEC-CO-10001192","Technology","Copiers","HP Personal Copier, Digital","632.04","6","0.15","7.26","216.8","Critical","","","","",""
"ES-2012-4765389","12/26/2012","12/28/2012","Second Class","NM-18520","Neoma Murray","Consumer","Vigo","Galicia","Spain","EU","South","FUR-BO-10002003","Furniture","Bookcases","Sauder Classic Bookcase, Metal","1741.8","4","0","261.24","515.24","Critical","","","","s.d","1350.854144604"
"ES-2012-3533091","8/31/2012","9/2/2012","Second Class","BF-10975","Barbara Fisher","Corporate","Saint-Priest","Rhône-Alpes","France","EU","Central","TEC-PH-10001396","Technology","Phones","Nokia Smart Phone, Cordless","1622.18","3","0.15","324.38","305.16","Critical","","","","",""
"IN-2012-83471","12/26/2012","12/27/2012","First Class","VT-21700","Valerie Takahito","Home Office","Masterton","Wellington","New Zealand","APAC","Oceania","FUR-BO-10001370","Furniture","Bookcases","Sauder Classic Bookcase, Mobile","877.02","2","0","105.24","275.91","Critical","","","","",""
"IN-2013-72390","6/20/2013","6/22/2013","Second Class","CJ-12010","Caroline Jumper","Consumer","Anshan","Liaoning","China","APAC","North Asia","TEC-PH-10000896","Technology","Phones","Cisco Signal Booster, VoIP","1063.44","7","0","361.41","304.95","Critical","","","","",""
"CA-2014-6550","12/23/2014","12/25/2014","Second Class","SV-10815","Stuart Van","Corporate","Montréal","Quebec","Canada","Canada","Canada","TEC-MOT-10000554","Technology","Phones","Motorola Smart Phone, Full Size","3863.88","6","0","1159.02","546.56","Critical","","","","",""
"ES-2011-1426891","9/20/2011","9/22/2011","Second Class","DB-13060","Dave Brooks","Consumer","Bochum","North Rhine-Westphalia","Germany","EU","Central","TEC-CO-10004365","Technology","Copiers","HP Wireless Fax, Color","3616.5","10","0","36","471.92","Critical","","","","",""
"MX-2014-113845","9/12/2014","9/14/2014","First Class","CS-12460","Chuck Sachs","Consumer","Managua","Managua","Nicaragua","LATAM","Central","FUR-BO-10001946","Furniture","Bookcases","Sauder 3-Shelf Cabinet, Metal","664.56","6","0","6.6","281.74","Critical","","","","",""
"ES-2014-1356130","8/6/2014","8/7/2014","First Class","SK-19990","Sally Knutson","Consumer","Levallois-Perret","Ile-de-France","France","EU","Central","TEC-AC-10004849","Technology","Accessories","SanDisk Router, Programmable","1547.1","6","0","340.2","280.54","Critical","","","","",""
"ES-2014-2034971","8/2/2014","8/3/2014","First Class","RA-19945","Ryan Akin","Consumer","Le Petit-Quevilly","Upper Normandy","France","EU","Central","FUR-BO-10003541","Furniture","Bookcases","Bush Classic Bookcase, Metal","1112.78","3","0.1","296.66","472","Critical","","","","",""
"IT-2012-1779015","9/29/2012","9/29/2012","Same Day","PM-18940","Paul MacIntyre","Consumer","Boulogne-Billancourt","Ile-de-France","France","EU","Central","TEC-MA-10003515","Technology","Machines","Panasonic Printer, Red","2016.85","9","0.15","-0.05","540.77","Critical","","","","",""
"CA-2014-130036","8/28/2014","8/28/2014","Same Day","BP-11185","Ben Peterman","Corporate","Philadelphia","Pennsylvania","United States","US","East","TEC-AC-10001908","Technology","Accessories","Logitech Wireless Headset h800","1119.89","14","0.2","209.98","212.12","Critical","","","","",""
"EZ-2014-1650","9/2/2014","9/4/2014","First Class","AG-270","Alejandro Grove","Consumer","Prague","Prague","Czech Republic","EMEA","EMEA","FUR-HON-10001851","Furniture","Chairs","Hon Executive Leather Armchair, Black","457.14","1","0","169.14","218.96","Critical","","","","",""
"UP-2012-1620","11/5/2012","11/8/2012","First Class","NC-8415","Nathan Cano","Consumer","L'viv","L'viv","Ukraine","EMEA","EMEA","TEC-EPS-10003962","Technology","Machines","Epson Card Printer, Durable","680.28","4","0","231.24","212.86","Critical","","","","",""
"MX-2014-133830","4/15/2014","4/17/2014","First Class","PS-18970","Paul Stevenson","Home Office","Bogotá","Bogota","Colombia","LATAM","South","OFF-AP-10002252","Office Supplies","Appliances","Cuisinart Stove, Black","1792.4","5","0","304.7","303.63","Critical","","","","",""
"CA-2013-162236","11/5/2013","11/7/2013","Second Class","ER-13855","Elpida Rittenbach","Corporate","Charlotte","North Carolina","United States","US","South","FUR-TA-10002533","Furniture","Tables","BPI Conference Tables","876.3","10","0.4","-292.1","278.5","Critical","","","","",""
"CA-2012-112452","4/4/2012","4/4/2012","Same Day","NC-18340","Nat Carroll","Consumer","Lansing","Michigan","United States","US","Central","TEC-CO-10004202","Technology","Copiers","Brother DCP1000 Digital 3 in 1 Multifunction Machine","599.98","2","0","209.99","218.9","Critical","","","","",""
"SA-2011-1830","12/27/2011","12/29/2011","Second Class","MM-7260","Magdelene Morse","Consumer","Jizan","Jizan","Saudi Arabia","EMEA","EMEA","TEC-STA-10003386","Technology","Machines","StarTech Inkjet, Wireless","1207.56","4","0","0","278.34","Critical","","","","",""
"ES-2011-2585328","8/9/2011","8/11/2011","First Class","KM-16660","Khloe Miller","Consumer","Augsburg","Bavaria","Germany","EU","Central","TEC-CO-10001633","Technology","Copiers","Sharp Fax Machine, High-Speed","1469.25","5","0","308.4","527.87","Critical","","","","",""
"IN-2013-36963","12/23/2013","12/25/2013","First Class","VG-21805","Vivek Grady","Corporate","Harbin","Heilongjiang","China","APAC","North Asia","FUR-BO-10000980","Furniture","Bookcases","Bush Library with Doors, Traditional","1092.96","3","0","393.39","304.16","Critical","","","","",""
"SF-2013-8920","4/29/2013","4/30/2013","First Class","JB-5400","Jennifer Braxton","Corporate","Johannesburg","Gauteng","South Africa","Africa","Africa","FUR-HON-10001960","Furniture","Tables","Hon Wood Table, Rectangular","1057.8","2","0","158.64","304.36","Critical","","","","",""
"LI-2014-5380","5/19/2014","5/21/2014","Second Class","NC-8340","Nat Carroll","Consumer","Monrovia","Montserrado","Liberia","Africa","Africa","TEC-SHA-10001231","Technology","Copiers","Sharp Wireless Fax, Color","1429.44","4","0","471.6","304.5","Critical","","","","",""
"US-2012-110436","5/28/2012","5/29/2012","First Class","SL-20155","Sara Luxemburg","Home Office","Coyoacán","Distrito Federal","Mexico","LATAM","North","FUR-BO-10001356","Furniture","Bookcases","Ikea Library with Doors, Mobile","585.46","3","0.2","-0.02","304.53","Critical","","","","",""
"MX-2014-157077","11/12/2014","11/16/2014","Standard Class","ML-17410","Maris LaWare","Consumer","Camagüey","Camagüey","Cuba","LATAM","Caribbean","FUR-BO-10002300","Furniture","Bookcases","Dania Classic Bookcase, Traditional","1916.88","7","0","939.26","269.76","High","","","","",""
"US-2012-126214","12/21/2012","12/24/2012","Second Class","JS-15880","John Stevenson","Consumer","Seattle","Washington","United States","US","West","FUR-TA-10003748","Furniture","Tables","Bevis 36 x 72 Conference Tables","1618.37","13","0","356.04","275.6","High","","","","",""
"ES-2014-2565448","8/5/2014","8/9/2014","Standard Class","CM-12235","Chris McAfee","Consumer","Gloucester","England","United Kingdom","EU","North","TEC-PH-10000037","Technology","Phones","Cisco Signal Booster, Cordless","1237.44","8","0","74.16","255.92","High","","","","",""
"IT-2014-3335279","7/10/2014","7/14/2014","Second Class","CA-11965","Carol Adams","Corporate","Garbsen","Lower Saxony","Germany","EU","Central","FUR-BO-10002812","Furniture","Bookcases","Sauder 3-Shelf Cabinet, Pine","1361.04","9","0.1","196.53","268.04","High","","","","",""
"ES-2012-5420110","12/20/2012","12/22/2012","First Class","LS-17200","Luke Schmidt","Corporate","Deuil-la-Barre","Ile-de-France","France","EU","Central","TEC-MA-10002918","Technology","Machines","StarTech Card Printer, White","1238.61","9","0.15","14.43","288.47","High","","","","",""
"ES-2012-5359319","7/3/2012","7/7/2012","Standard Class","DB-12970","Darren Budd","Corporate","Montpellier","Languedoc-Roussillon","France","EU","Central","TEC-MA-10003557","Technology","Machines","Panasonic Inkjet, Durable","2123.03","8","0.15","124.79","254.54","High","","","","",""
"CA-2013-147256","10/18/2013","10/22/2013","Second Class","FC-14245","Frank Carlisle","Home Office","Columbia","Missouri","United States","US","Central","OFF-AP-10003057","Office Supplies","Appliances","Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room","1927.59","7","0","751.76","274.82","High","","","","",""
"ES-2014-4472745","2/11/2014","2/15/2014","Standard Class","BW-11110","Bart Watters","Corporate","Oviedo","Asturias","Spain","EU","South","OFF-AP-10004511","Office Supplies","Appliances","Cuisinart Refrigerator, Black","2477.55","5","0","1040.55","273.88","High","","","","",""
"MX-2012-131758","10/17/2012","10/21/2012","Standard Class","JF-15295","Jason Fortune-","Consumer","Guantánamo","Guantánamo","Cuba","LATAM","Caribbean","FUR-CH-10001332","Furniture","Chairs","Office Star Executive Leather Armchair, Red","2818.08","9","0","225.36","289.52","High","","","","",""
"UP-2013-1070","6/20/2013","6/24/2013","Standard Class","MD-7860","Michael Dominguez","Corporate","Poltava","Poltava","Ukraine","EMEA","EMEA","OFF-HAM-10004896","Office Supplies","Appliances","Hamilton Beach Microwave, Red","3955.14","14","0","1383.9","270.65","High","","","","",""
"ES-2012-3552576","8/20/2012","8/24/2012","Standard Class","CA-12265","Christina Anderson","Consumer","Colchester","England","United Kingdom","EU","North","FUR-CH-10002585","Furniture","Chairs","Harbour Creations Executive Leather Armchair, Black","3315.27","7","0","961.38","254.92","High","","","","",""
"IN-2014-25063","6/16/2014","6/21/2014","Standard Class","MD-17860","Michael Dominguez","Corporate","Sydney","New South Wales","Australia","APAC","Oceania","TEC-CO-10003354","Technology","Copiers","Brother Fax Machine, Laser","2293.49","8","0.1","509.57","288.63","High","","","","",""
"IN-2013-48324","2/27/2013","3/4/2013","Standard Class","DK-12895","Dana Kaydos","Consumer","Jakarta","Jakarta","Indonesia","APAC","Southeast Asia","TEC-CO-10003819","Technology","Copiers","Sharp Copy Machine, High-Speed","1781.14","8","0.07","-134.06","255.36","High","","","","",""
"IN-2012-14920","11/19/2012","11/23/2012","Standard Class","JR-15670","Jim Radford","Consumer","Shashi","Hubei","China","APAC","North Asia","TEC-CO-10003102","Technology","Copiers","Canon Copy Machine, Color","1317.9","5","0","0","253.95","High","","","","",""
"ES-2014-5474746","1/3/2014","1/4/2014","Same Day","RD-19585","Rob Dowd","Consumer","Torrevieja","Valenciana","Spain","EU","South","TEC-CO-10004089","Technology","Copiers","Canon Copy Machine, Laser","2097.12","8","0","188.64","273.57","High","","","","",""
"MX-2011-134705","5/4/2011","5/8/2011","Standard Class","XP-21865","Xylona Preis","Consumer","Mejicanos","San Salvador","El Salvador","LATAM","Central","FUR-TA-10003926","Furniture","Tables","Hon Wood Table, with Bottom Storage","2833.76","10","0.2","35.36","269.94","High","","","","",""
"IN-2011-52209","4/8/2011","4/13/2011","Standard Class","VS-21820","Vivek Sundaresam","Consumer","Perth","Western Australia","Australia","APAC","Oceania","OFF-AP-10003795","Office Supplies","Appliances","Hoover Refrigerator, Red","1894.54","4","0.1","505.18","254.37","High","","","","",""
"IT-2011-4752666","6/18/2011","6/20/2011","Second Class","RB-19330","Randy Bradley","Consumer","Pamplona","Navarra","Spain","EU","South","FUR-BO-10004388","Furniture","Bookcases","Ikea Library with Doors, Metal","1814.25","5","0","653.1","274.63","High","","","","",""
"US-2014-102890","7/1/2014","7/1/2014","Same Day","SG-20470","Sheri Gordon","Consumer","New York City","New York","United States","US","East","FUR-TA-10000577","Furniture","Tables","Bretford CR4500 Series Slim Rectangular Table","1044.63","5","0.4","-295.98","271.32","High","","","","",""
"ID-2014-74238","2/17/2014","2/18/2014","First Class","KH-16510","Keith Herrera","Consumer","Bacolod City","Western Visayas","Philippines","APAC","Southeast Asia","FUR-CH-10002573","Furniture","Chairs","Office Star Executive Leather Armchair, Adjustable","1046.25","3","0.25","-111.6","289.32","High","","","","",""
"CA-2012-8790","7/7/2012","7/9/2012","First Class","RH-9600","Rob Haberlin","Consumer","Vancouver","British Columbia","Canada","Canada","Canada","OFF-BRE-10002706","Office Supplies","Appliances","Breville Microwave, White","1799.1","6","0","593.64","274.75","High","","","","",""
"CA-2013-155845","8/13/2013","8/16/2013","Second Class","CM-12235","Chris McAfee","Consumer","Carrollton","Texas","United States","US","Central","TEC-AC-10004145","Technology","Accessories","Logitech diNovo Edge Keyboard","1399.94","7","0.2","52.5","273.79","High","","","","",""
"IN-2014-79544","7/11/2014","7/14/2014","First Class","JH-16180","Justin Hirsh","Consumer","Depok","Yogyakarta","Indonesia","APAC","Southeast Asia","FUR-BO-10004842","Furniture","Bookcases","Dania 3-Shelf Cabinet, Pine","796.82","6","0.07","231.26","270.56","High","","","","",""
"IN-2011-17594","9/22/2011","9/27/2011","Second Class","DP-13165","David Philippe","Consumer","Thane","Maharashtra","India","APAC","Central Asia","TEC-PH-10001751","Technology","Phones","Samsung Smart Phone, Cordless","1917","3","0","690.12","261.08","High","","","","",""
"CA-2011-164973","11/4/2011","11/9/2011","Standard Class","NM-18445","Nathan Mautz","Home Office","New York City","New York","United States","US","East","TEC-MA-10002927","Technology","Machines","Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier","3991.98","2","0","1995.99","276.89","High","","","","",""
"ID-2014-29032","7/21/2014","7/25/2014","Standard Class","EB-13930","Eric Barreto","Consumer","Depok","Jawa Barat","Indonesia","APAC","Southeast Asia","FUR-CH-10003232","Furniture","Chairs","Harbour Creations Executive Leather Armchair, Adjustable","2063.77","6","0.27","141.19","263.01","High","","","","",""
"CA-2014-167752","1/16/2014","1/19/2014","First Class","RW-19690","Robert Waldorf","Consumer","Philadelphia","Pennsylvania","United States","US","East","OFF-AP-10002945","Office Supplies","Appliances","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room","1924.16","8","0.2","312.68","259.62","High","","","","",""
"IN-2012-50207","8/3/2012","8/8/2012","Standard Class","GH-14425","Gary Hwang","Consumer","Bendigo","Victoria","Australia","APAC","Oceania","FUR-BO-10003783","Furniture","Bookcases","Dania Library with Doors, Pine","2619","8","0.1","232.68","285.65","High","","","","",""
"ES-2012-2224678","8/3/2012","8/7/2012","Standard Class","CM-12115","Chad McGuire","Consumer","Rovigo","Veneto","Italy","EU","South","TEC-CO-10004563","Technology","Copiers","HP Copy Machine, Color","1715.91","7","0","583.38","285.12","High","","","","",""
